sale_id;month;destination_code;destination_city;destination_country;region;route_category;total_flights;total_passengers;total_revenue_eur;avg_ticket_price_eur;load_factor_pct;business_class_pct;online_booking_pct;cost_per_seat_km_eur
SAL01056;2024-12;JFK;New York;United States;North America;Long-haul;11;2774;2434129.37;877.48;70.9;23.7;81.5;0.0877
SAL01057;2024-12;ORD;Chicago;United States;North America;Long-haul;3;702;538 923.33;767.7;79.9;10.9;76.3;0.0786
SAL01058;2024-12;BKK;Bangkok;Thailand;Asia;Long-haul;4;996;706685.92;709.52;72.6;15.6;73.7;0.067
SAL01059;2024-12;DXB;Dubai;UAE;Middle East;Long-haul;7;1797;1387877.12;772.33;84.4;10.6;56.8;0.0504
SAL01060;2024-12;LHR;London;United Kingdom;Europe;Short-haul;24;3476;583738.36;167.93;83.2;12.9;60.5;0.1168
SAL01061;2024-12;FCO;Rome;Italy;Europe;Short-haul;10;1345;219031.57;162.85;93.9;12.7;57.0;0.0972
SAL01062;2024-12;ZRH;Zurich;Switzerland;Europe;Short-haul;15;2270;383542.31;168.96;73.9;12.4;79.2;0.0707
SAL01063;2024-12;ATH;Athens;Greece;Europe;Medium-haul;8;1146;235066.57;205.12;76.7;20.5;67.8;0.0831
SAL01064;2024-12;DEL;Delhi;India;Asia;Long-haul;6;1560;1238772.67;794.09;73.0;10.7;84.7;0.0855
SAL01065;2024-12;WAW;Warsaw;Poland;Europe;Short-haul;9;1195;185798.57;155.48;90.5;14.1;77.9;0.0661
SAL01066;2024-12;IST;Istanbul;Turkey;Europe;Medium-haul;9;1219;297308.57;243.9;85.0;11.4;81.4;0.07
SAL01067;2024-12;PVG;Shanghai;China;Asia;Long-haul;3;685;658558.83;961.4;76.2;23.4;58.0;0.0817
SAL01068;2024-12;CPH;Copenhagen;Denmark;Europe;Short-haul;9;1277;224649.48;175.92;82.3;11.5;84.4;0.1172
SAL01069;2024-12;LIS;Lisbon;Portugal;Europe;Medium-haul;9;1215;239570.17;197.18;83.6;17.3;67.4;0.098
SAL01070;2024-12;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1896;316083.55;166.71;82.7;15.4;73.7;0.0499
SAL01071;2024-12;YYZ;Toronto;Canada;North America;Long-haul;3;805;547748.17;680.43;72.9;21.7;63.3;0.0502
SAL01072;2024-12;ARN;Stockholm;Sweden;Europe;Medium-haul;6;793;185263.49;233.62;78.2;23.1;81.6;0.0857
SAL01073;2024-12;IAD;Washington;United States;North America;Long-haul;6;1675;1325522.19;791.36;93.6;22.8;82.8;0.1008
SAL01074;2024-12;SIN;Singapore;Singapore;Asia;Long-haul;4;954;713768.47;748.18;93.3;23.8;84.8;0.1062
SAL01075;2024-12;JNB;Johannesburg;South Africa;Africa;Long-haul;3;904;679702.78;751.88;80.0;20.1;83.9;0.0418
SAL01076;2024-12;GRU;Sao Paulo;Brazil;South America;Long-haul;4;997;652521.31;654.48;93.4;21.9;82.7;0.0427
SAL01077;2024-12;NRT;Tokyo;Japan;Asia;Long-haul;4;933;763566.45;818.4;78.1;21.7;72.0;0.0727
